Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Web_Visit,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Spending,Accept_Offer,Num_Purchase,Enrolled_Days,Children,Cluster
Bachelor,Married,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,48,515,1,26,343,2,2
Bachelor,Relationship,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,50,1020,0,15,571,0,2
Bachelor,Married,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,63,1370,0,11,31,0,2
Bachelor,Married,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,73,1026,0,25,475,1,2
Bachelor,Married,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,59,301,0,12,98,1,1
Bachelor,Relationship,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,68,684,0,31,653,2,2
Bachelor,Married,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,59,499,1,17,617,1,1
Bachelor,Relationship,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,30,1004,0,21,676,0,2
PhD,Married,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,50,218,0,12,259,1,1
Bachelor,Married,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,52,606,0,22,402,1,2
Master,Married,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,56,75,0,6,359,1,1
Bachelor,Relationship,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,56,106,0,9,676,3,1
Bachelor,Married,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,76,990,0,17,396,0,2
Bachelor,Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,55,1097,0,16,158,0,2
Basic,Married,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,28,16,1,4,132,0,1
Master,Married,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,50,34,0,5,104,0,1
PhD,Married,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,34,1711,0,16,672,0,2
Master,Married,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,67,438,1,17,168,2,1
Basic,Relationship,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,75,0,7,537,1,1
Master,Married,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,64,225,0,13,228,1,1
Master,Married,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,72,18,0,4,603,2,1
Bachelor,Married,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,43,470,0,17,408,1,1
Bachelor,Divorced,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,43,91,0,9,442,2,1
Master,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,33,2525,1,18,136,0,2
Bachelor,Relationship,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,74,504,0,19,532,1,1
Bachelor,Married,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,67,235,0,11,540,1,1
PhD,Divorced,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,63,1232,2,21,526,1,2
Basic,Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,66,88,0,12,422,2,1
Bachelor,Single,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,53,17,0,4,52,1,1
Bachelor,Single,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,39,24,0,5,331,1,1
Bachelor,Married,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,59,60,0,7,311,2,1
PhD,Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,72,1020,1,26,308,1,2
PhD,Relationship,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,62,155,0,10,570,1,1
Master,Married,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,50,51,0,5,122,2,1
Master,Divorced,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,54,1812,1,16,554,0,2
Master,Widow,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,55,1461,3,25,589,1,3
Bachelor,Divorced,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,64,96,0,6,70,1,1
Bachelor,Single,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,72,160,0,9,132,1,1
Master,Married,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,55,139,0,10,433,2,1
Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,56,908,0,22,434,1,2
Master,Married,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,59,183,0,8,301,1,1
Master,Married,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,55,1161,1,19,455,1,2
PhD,Married,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,52,988,0,14,85,0,2
Master,Widow,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,63,1072,0,27,658,1,2
Bachelor,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,47,174,0,12,291,2,1
Bachelor,Married,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,65,758,0,22,520,1,2
Master,Married,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,66,195,0,11,180,1,1
Bachelor,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,45,31,2,6,627,1,1
Master,Relationship,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,67,1084,0,17,316,0,2
Master,Married,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,68,685,1,22,494,1,2
PhD,Married,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,59,1672,1,26,219,0,2
Bachelor,Married,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,34,43,0,6,243,0,1
PhD,Relationship,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,67,49,1,5,133,2,1
Bachelor,Relationship,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,59,133,0,9,403,1,1
Bachelor,Relationship,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,67,363,1,15,260,1,1
Bachelor,Relationship,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,69,545,0,18,440,1,2
Bachelor,Relationship,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,52,1065,1,31,245,1,2
Bachelor,Relationship,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,55,2047,1,21,474,0,2
Bachelor,Married,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,52,296,0,15,606,2,1
Bachelor,Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,49,140,1,11,366,2,1
Bachelor,Single,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,59,530,0,17,347,1,2
PhD,Relationship,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,61,152,0,13,690,2,1
PhD,Relationship,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,33,1598,0,24,266,0,2
Bachelor,Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,61,114,0,8,526,1,1
Basic,Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,38,101,0,10,676,1,1
Bachelor,Married,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,25,0,4,280,1,1
Master,Divorced,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,67,789,1,22,519,0,2
Bachelor,Married,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,43,87,1,7,334,2,1
PhD,Widow,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,66,90,0,11,280,2,1
PhD,Married,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,65,1215,0,20,427,1,2
PhD,Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,69,811,1,22,260,0,2
Bachelor,Married,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,38,61,2,7,615,1,1
Master,Married,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,49,405,0,18,318,1,1
Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,69,72,0,9,91,2,1
Bachelor,Divorced,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,53,189,0,14,499,2,1
PhD,Relationship,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,38,40,0,5,365,1,1
Bachelor,Divorced,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,46,63,0,10,140,1,1
Bachelor,Relationship,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,41,52,0,7,465,1,1
PhD,Relationship,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,48,39,0,5,58,1,1
Bachelor,Married,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,53,805,0,25,34,1,2
Master,Relationship,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,68,130,0,8,73,1,1
Bachelor,Relationship,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,52,1631,3,24,268,0,3
Bachelor,Married,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,35,34,0,5,360,1,1
Bachelor,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,72,152,0,12,212,2,1
Basic,Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,40,21,0,5,162,1,1
PhD,Married,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,57,71,0,7,269,3,1
Bachelor,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,62,899,1,23,36,1,2
Master,Relationship,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,77,711,0,10,70,0,1
PhD,Relationship,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,46,351,0,16,694,1,1
Bachelor,Divorced,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,53,8,0,15,42,0,1
Basic,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,32,119,0,11,573,1,1
Bachelor,Relationship,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,56,21,0,4,450,2,1
PhD,Relationship,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,10,0,4,97,1,1
Bachelor,Married,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,49,973,1,27,36,1,2
PhD,Married,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,59,1536,3,13,306,0,3
Bachelor,Married,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,72,992,1,28,348,2,2
PhD,Married,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,57,1529,2,34,492,1,3
Bachelor,Married,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,52,860,0,17,290,1,2
Bachelor,Divorced,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,61,928,0,23,254,1,2
PhD,Married,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,54,418,1,18,699,2,1
Master,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,69,587,1,16,695,1,1
Bachelor,Married,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,49,641,0,19,48,1,2
Bachelor,Married,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,48,23,1,4,102,2,1
Bachelor,Relationship,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,55,2279,2,23,317,0,3
PhD,Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,51,49,1,6,41,2,1
PhD,Divorced,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,41,1779,2,17,403,0,3
Master,Relationship,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,42,1804,2,27,206,0,3
Bachelor,Married,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,64,48,0,8,358,2,1
Bachelor,Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,72,83,1,7,115,2,1
Bachelor,Divorced,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,49,1862,4,17,264,0,3
PhD,Married,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,61,793,1,29,643,2,2
Bachelor,Relationship,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,54,84,0,9,506,1,1
PhD,Married,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,76,183,0,10,313,1,1
Master,Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,66,1383,0,19,8,0,2
Bachelor,Married,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,80,999,1,16,83,0,2
Master,Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,61,825,0,24,523,1,2
Bachelor,Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,52,246,2,14,672,1,1
Master,Married,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,58,610,0,25,467,2,2
Master,Divorced,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,56,76,0,9,585,1,1
Bachelor,Married,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,53,1286,1,22,488,1,2
Master,Married,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,49,30,1,4,195,1,1
Bachelor,Married,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,60,99,0,8,544,3,1
Bachelor,Divorced,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,46,1192,1,22,646,0,2
Bachelor,Married,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,49,362,0,18,212,1,1
Bachelor,Relationship,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,41,2130,2,19,689,0,3
Master,Divorced,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,53,1229,3,28,680,0,3
PhD,Married,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,67,38,0,6,647,2,1
Master,Relationship,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,73,485,0,17,343,0,1
Basic,Married,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,73,434,0,13,601,0,1
Bachelor,Divorced,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,54,44,0,5,472,1,1
PhD,Married,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,52,496,2,18,583,1,1
Master,Married,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,55,78,0,7,386,2,1
Master,Married,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,52,2346,4,23,504,0,3
Bachelor,Married,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,53,794,0,21,546,0,2
Bachelor,Married,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,68,17,0,4,297,0,1
Bachelor,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,53,26,0,5,333,1,1
Master,Married,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,51,76,0,8,103,1,1
PhD,Single,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,47,15,0,4,204,2,1
PhD,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,61,62,0,7,78,2,1
Master,Relationship,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,70,198,0,10,92,1,1
PhD,Relationship,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,46,49,0,5,247,1,1
Bachelor,Relationship,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,58,802,1,25,370,1,2
Bachelor,Married,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,78,1736,2,15,130,0,3
Bachelor,Single,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,46,57,0,10,549,2,1
Bachelor,Relationship,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,71,2302,4,18,482,0,3
Master,Married,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,39,37,0,6,131,0,1
Bachelor,Divorced,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,54,310,0,16,489,2,1
Bachelor,Married,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,45,1305,1,19,605,0,2
Bachelor,Relationship,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,58,832,0,26,366,1,2
Bachelor,Relationship,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,48,401,0,19,452,2,1
PhD,Married,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,59,1501,2,23,37,0,3
Bachelor,Married,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,42,1189,5,28,166,0,3
Bachelor,Relationship,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,52,1194,0,32,342,1,2
PhD,Married,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,64,656,0,21,149,1,2
Master,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,68,1540,0,23,583,0,2
Master,Relationship,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,59,311,0,15,307,1,1
Master,Relationship,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,69,820,0,26,235,1,2
Master,Married,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,35,274,0,14,169,1,1
PhD,Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,62,57,0,9,435,2,1
Bachelor,Relationship,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,59,448,0,17,271,1,1
Master,Married,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,44,0,5,19,2,1
Bachelor,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,52,102,0,8,335,2,1
Bachelor,Relationship,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,40,61,0,5,148,1,1
Master,Married,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,64,1643,0,27,433,0,2
Master,Relationship,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,66,397,0,15,388,1,1
Bachelor,Relationship,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,56,1121,1,26,173,1,2
Bachelor,Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,47,473,2,16,664,2,1
Basic,Married,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,50,50,0,8,92,1,1
Master,Married,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,62,1678,0,28,500,1,2
Bachelor,Married,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,42,58,0,7,72,0,1
PhD,Married,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,49,170,0,9,277,1,1
Master,Single,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,42,373,0,2,199,0,1
PhD,Relationship,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,79,1196,2,17,224,0,2
Bachelor,Married,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,45,101,0,8,114,1,1
Bachelor,Married,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,55,316,1,17,564,2,1
Bachelor,Married,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,62,1400,2,21,284,1,3
Bachelor,Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,76,1424,0,27,335,0,2
Master,Married,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,46,844,4,20,680,1,3
Bachelor,Married,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,49,311,0,13,285,1,1
Bachelor,Relationship,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,42,1149,0,17,417,0,2
Master,Married,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,41,129,0,8,70,0,1
Bachelor,Widow,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,72,32,0,5,256,1,1
Bachelor,Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,42,299,1,14,690,1,1
Bachelor,Relationship,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,62,320,1,13,31,1,1
Master,Married,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,47,441,0,16,585,1,1
Master,Married,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,75,1178,2,28,636,2,3
Bachelor,Married,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,34,85,0,6,498,0,1
Basic,Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,42,24,0,4,466,1,1
Bachelor,Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,49,112,0,8,494,1,1
Master,Married,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,65,30,0,5,504,1,1
PhD,Married,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,41,410,0,16,374,0,1
Bachelor,Relationship,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,48,800,1,24,302,1,2
PhD,Divorced,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,62,1313,1,20,422,0,2
PhD,Relationship,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,68,1483,0,23,456,0,2
Bachelor,Single,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,31,1258,1,17,251,0,2
Bachelor,Relationship,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,37,28,0,4,598,1,1
Bachelor,Married,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,59,227,0,11,153,1,1
